date,sales,profit,discount,quantity,customers,region,category,segment,day_of_week,month,year,is_weekend,is_holiday_season,sales_lag_1,sales_lag_7,sales_lag_30,sales_rolling_7,sales_rolling_30
2023-06-12,4758.74,764.67,0.1,113,66,South,Furniture,Home Office,0,6,2023,0,0,9995.73,5052.46,7707.03,6696.838571428571,6286.425333333333
2023-06-13,4996.39,1213.74,0.0,138,68,Central,Technology,Consumer,1,6,2023,0,0,4758.74,5192.12,7426.29,6668.877142857143,6205.428666666668
2023-06-14,4735.99,1318.26,0.05,140,72,East,Furniture,Corporate,2,6,2023,0,0,4996.39,5209.8,5095.23,6601.1900000000005,6193.454
2023-06-15,5389.7,1675.98,0.05,156,77,West,Office Supplies,Home Office,3,6,2023,0,0,4735.99,6362.73,5565.42,6462.185714285714,6187.596666666667
2023-06-16,4421.48,883.21,0.05,91,63,West,Technology,Home Office,4,6,2023,0,0,5389.7,7176.02,5371.83,6068.68,6155.918333333333
2023-06-17,9010.46,1839.27,0.1,246,129,East,Office Supplies,Home Office,5,6,2023,1,0,4421.48,8182.73,5041.69,6186.927142857143,6288.210666666667
2023-06-18,9068.96,1929.78,0.15,252,126,South,Furniture,Home Office,6,6,2023,1,0,9010.46,9995.73,7862.71,6054.531428571428,6328.419
2023-06-19,5940.38,1437.16,0.0,184,84,West,Office Supplies,Home Office,0,6,2023,0,0,9068.96,4758.74,7483.56,6223.337142857142,6276.979666666667
2023-06-20,4735.23,1077.75,0.05,103,69,South,Technology,Consumer,1,6,2023,0,0,5940.38,4996.39,7105.58,6186.028571428571,6197.967999999999
2023-06-21,4431.16,1212.71,0.1,137,69,West,Furniture,Home Office,2,6,2023,0,0,4735.23,4735.99,5347.89,6142.481428571428,6167.410333333333
2023-06-22,4848.35,1536.88,0.0,100,70,East,Furniture,Home Office,3,6,2023,0,0,4431.16,5389.7,5484.43,6065.145714285715,6146.207666666667
2023-06-23,6005.27,2014.07,0.0,121,82,Central,Furniture,Consumer,4,6,2023,0,0,4848.35,4421.48,4653.23,6291.401428571428,6191.275666666666
2023-06-24,7211.38,1526.52,0.1,153,106,South,Furniture,Corporate,5,6,2023,1,0,6005.27,9010.46,6261.11,6034.389999999999,6222.9513333333325
2023-06-25,6230.99,2061.51,0.0,171,90,Central,Furniture,Corporate,6,6,2023,1,0,7211.38,9068.96,6135.61,5628.965714285715,6226.130666666666
2023-06-26,4355.08,879.19,0.0,86,61,South,Office Supplies,Corporate,0,6,2023,0,0,6230.99,5940.38,7359.37,5402.494285714287,6125.987666666667
2023-06-27,5551.29,856.02,0.15,116,76,South,Technology,Corporate,1,6,2023,0,0,4355.08,4735.23,6477.8,5519.074285714285,6095.104
2023-06-28,6197.42,1453.51,0.1,174,89,Central,Technology,Home Office,2,6,2023,0,0,5551.29,4431.16,5010.87,5771.397142857144,6134.655666666667
2023-06-29,5191.98,1246.19,0.15,107,72,East,Technology,Home Office,3,6,2023,0,0,6197.42,4848.35,5984.06,5820.487142857142,6108.253
2023-06-30,5825.3,914.19,0.0,144,77,East,Furniture,Home Office,4,6,2023,0,0,5191.98,6005.27,4860.9,5794.777142857143,6140.399666666666
2023-07-01,8763.2,1905.66,0.0,276,127,Central,Office Supplies,Home Office,5,7,2023,1,0,5825.3,7211.38,6138.55,6016.465714285713,6227.888000000001
2023-07-02,9823.8,1663.27,0.1,284,137,South,Technology,Corporate,6,7,2023,1,0,8763.2,6230.99,5408.36,6529.7242857142855,6375.069333333333
2023-07-03,6189.55,971.68,0.0,150,87,South,Technology,Consumer,0,7,2023,0,0,9823.8,4355.08,7797.37,6791.791428571429,6321.475333333334
2023-07-04,7268.55,1397.72,0.15,190,107,East,Technology,Home Office,1,7,2023,0,0,6189.55,5551.29,8790.57,7037.114285714286,6270.741333333333
2023-07-05,5531.09,1726.32,0.05,111,73,West,Furniture,Consumer,2,7,2023,0,0,7268.55,6197.42,5052.46,6941.924285714286,6286.6956666666665
2023-07-06,5424.16,1467.99,0.0,99,75,Central,Technology,Home Office,3,7,2023,0,0,5531.09,5191.98,5192.12,6975.092857142858,6294.430333333334
2023-07-07,7298.06,2122.82,0.1,131,94,Central,Technology,Corporate,4,7,2023,0,0,5424.16,5825.3,5209.8,7185.487142857142,6364.039
2023-07-08,10534.34,2690.53,0.1,230,151,West,Office Supplies,Corporate,5,7,2023,1,0,7298.06,8763.2,6362.73,7438.507142857144,6503.092666666666
2023-07-09,7548.34,1400.16,0.1,166,113,South,Technology,Consumer,6,7,2023,1,0,10534.34,9823.8,7176.02,7113.441428571428,6515.503333333332
2023-07-10,7124.43,1255.29,0.0,146,103,West,Office Supplies,Corporate,0,7,2023,0,0,7548.34,6189.55,8182.73,7246.995714285715,6480.226666666667
2023-07-11,6568.03,1596.47,0.0,185,87,East,Technology,Consumer,1,7,2023,0,0,7124.43,7268.55,9995.73,7146.921428571429,6365.97
2023-07-12,5930.72,1240.63,0.0,157,90,Central,Office Supplies,Corporate,2,7,2023,0,0,6568.03,5531.09,4758.74,7204.011428571429,6405.036000000001
2023-07-13,7835.0,1213.93,0.0,197,110,East,Technology,Corporate,3,7,2023,0,0,5930.72,5424.16,4996.39,7548.417142857143,6499.656333333333
2023-07-14,8367.45,1790.38,0.15,180,117,South,Technology,Consumer,4,7,2023,0,0,7835.0,7298.06,4735.99,7701.187142857144,6620.705
2023-07-15,9804.62,2797.31,0.15,254,134,East,Office Supplies,Corporate,5,7,2023,1,0,8367.45,10534.34,5389.7,7596.941428571429,6767.869
2023-07-16,7784.5,2606.7,0.0,219,112,East,Furniture,Corporate,6,7,2023,1,0,9804.62,7548.34,4421.48,7630.678571428572,6879.969666666667
2023-07-17,5724.99,1681.11,0.15,152,81,East,Furniture,Corporate,0,7,2023,0,0,7784.5,7124.43,9010.46,7430.758571428572,6770.454000000001
2023-07-18,6204.04,1803.3,0.1,142,89,Central,Furniture,Consumer,1,7,2023,0,0,5724.99,6568.03,9068.96,7378.76,6674.956666666666
2023-07-19,5886.03,1790.62,0.15,108,84,South,Furniture,Consumer,2,7,2023,0,0,6204.04,5930.72,5940.38,7372.375714285715,6673.1449999999995
2023-07-20,6127.33,1663.12,0.0,152,87,South,Furniture,Consumer,3,7,2023,0,0,5886.03,7835.0,4735.23,7128.422857142858,6719.548333333334
2023-07-21,7775.47,2456.62,0.0,137,103,West,Furniture,Consumer,4,7,2023,0,0,6127.33,8367.45,4431.16,7043.854285714287,6831.025333333334
2023-07-22,9473.81,1973.58,0.05,209,138,West,Office Supplies,Corporate,5,7,2023,1,0,7775.47,9804.62,4848.35,6996.595714285714,6985.207333333334
2023-07-23,11489.54,3092.49,0.1,259,166,South,Office Supplies,Consumer,6,7,2023,1,0,9473.81,7784.5,6005.27,7525.887142857143,7168.016333333334
2023-07-24,5923.98,1813.15,0.0,193,88,East,Office Supplies,Corporate,0,7,2023,0,0,11489.54,5724.99,7211.38,7554.314285714286,7125.103
2023-07-25,6785.76,1324.62,0.0,181,91,South,Technology,Corporate,1,7,2023,0,0,5923.98,6204.04,6230.99,7637.417142857143,7143.595333333334
2023-07-26,6811.25,1110.41,0.05,167,94,Central,Furniture,Home Office,2,7,2023,0,0,6785.76,5886.03,4355.08,7769.591428571429,7225.467666666666
2023-07-27,7830.87,2336.05,0.1,169,118,West,Technology,Home Office,3,7,2023,0,0,6811.25,6127.33,5551.29,8012.954285714286,7301.453666666666
2023-07-28,7569.36,1300.0,0.1,185,103,Central,Furniture,Corporate,4,7,2023,0,0,7830.87,7775.47,6197.42,7983.51,7347.185
2023-07-29,10778.86,2551.86,0.15,239,156,East,Office Supplies,Consumer,5,7,2023,1,0,7569.36,9473.81,5191.98,8169.9457142857145,7533.414333333333
2023-07-30,10502.31,2286.65,0.1,234,153,East,Furniture,Corporate,6,7,2023,1,0,10778.86,11489.54,5825.3,8028.912857142857,7689.314666666667
2023-07-31,5459.88,1107.9,0.1,127,73,Central,Furniture,Consumer,0,7,2023,0,0,10502.31,5923.98,8763.2,7962.612857142857,7579.204
2023-08-01,5322.62,946.5,0.05,115,75,West,Office Supplies,Home Office,1,8,2023,0,0,5459.88,6785.76,9823.8,7753.592857142858,7429.164666666667
2023-08-02,4313.14,1408.91,0.0,94,59,Central,Technology,Corporate,2,8,2023,0,0,5322.62,6811.25,6189.55,7396.72,7366.617666666667
2023-08-03,6778.85,1634.22,0.0,167,101,East,Technology,Home Office,3,8,2023,0,0,4313.14,7830.87,7268.55,7246.431428571428,7350.294333333334
2023-08-04,7219.02,1902.95,0.05,139,103,East,Technology,Corporate,4,8,2023,0,0,6778.85,7569.36,5531.09,7196.382857142858,7406.558666666667
2023-08-05,7652.35,1145.84,0.1,151,111,South,Furniture,Corporate,5,8,2023,1,0,7219.02,10778.86,5424.16,6749.738571428571,7480.831666666667
2023-08-06,8122.39,1993.98,0.15,202,113,East,Furniture,Corporate,6,8,2023,1,0,7652.35,10502.31,7298.06,6409.75,7508.309333333334
2023-08-07,6408.91,1181.91,0.0,164,92,East,Furniture,Home Office,0,8,2023,0,0,8122.39,5459.88,10534.34,6545.325714285716,7370.795
2023-08-08,5528.16,1152.51,0.05,146,81,South,Furniture,Consumer,1,8,2023,0,0,6408.91,5322.62,7548.34,6574.688571428572,7303.455666666667
2023-08-09,7323.66,1429.16,0.1,208,103,Central,Office Supplies,Consumer,2,8,2023,0,0,5528.16,4313.14,7124.43,7004.762857142858,7310.096666666666
2023-08-10,5078.7,1145.81,0.15,120,67,West,Furniture,Corporate,3,8,2023,0,0,7323.66,6778.85,6568.03,6761.884285714286,7260.452333333334
2023-08-11,7068.13,2223.63,0.15,171,102,Central,Furniture,Consumer,4,8,2023,0,0,5078.7,7219.02,5930.72,6740.328571428572,7298.365999999999
2023-08-12,8418.71,1238.23,0.1,178,115,South,Technology,Corporate,5,8,2023,1,0,7068.13,7652.35,7835.0,6849.808571428572,7317.823
2023-08-13,8888.35,2120.01,0.0,201,127,Central,Furniture,Corporate,6,8,2023,1,0,8418.71,8122.39,8367.45,6959.231428571429,7335.186333333333
2023-08-14,4336.78,691.85,0.05,89,61,West,Furniture,Corporate,0,8,2023,0,0,8888.35,6408.91,9804.62,6663.212857142857,7152.925
2023-08-15,4086.7,1321.06,0.0,64,53,Central,Furniture,Home Office,1,8,2023,0,0,4336.78,5528.16,7784.5,6457.29,7029.665
2023-08-16,5492.43,1562.5,0.15,157,78,East,Furniture,Corporate,2,8,2023,0,0,4086.7,7323.66,5724.99,6195.685714285713,7021.913
2023-08-17,4269.58,762.51,0.0,114,63,West,Office Supplies,Home Office,3,8,2023,0,0,5492.43,5078.7,6204.04,6080.097142857143,6957.4310000000005
2023-08-18,5552.2,1632.58,0.2,170,83,South,Furniture,Corporate,4,8,2023,0,0,4269.58,7068.13,5886.03,5863.535714285715,6946.303333333333
2023-08-19,8117.29,2149.24,0.0,141,112,East,Furniture,Consumer,5,8,2023,1,0,5552.2,8418.71,6127.33,5820.475714285714,7012.635333333334
2023-08-20,8635.06,1371.36,0.0,153,123,East,Technology,Consumer,6,8,2023,1,0,8117.29,8888.35,7775.47,5784.291428571429,7041.288333333333
2023-08-21,4954.33,959.27,0.15,152,71,East,Technology,Consumer,0,8,2023,0,0,8635.06,4336.78,9473.81,5872.512857142858,6890.639
2023-08-22,4655.41,1201.92,0.2,102,66,Central,Office Supplies,Corporate,1,8,2023,0,0,4954.33,4086.7,11489.54,5953.757142857142,6662.834666666666
2023-08-23,6471.91,1399.42,0.0,120,88,South,Furniture,Consumer,2,8,2023,0,0,4655.41,5492.43,5923.98,6093.682857142857,6681.099
2023-08-24,5548.53,941.5,0.0,121,79,Central,Technology,Corporate,3,8,2023,0,0,6471.91,4269.58,6785.76,6276.389999999999,6639.857999999999
2023-08-25,6198.22,1049.94,0.0,144,91,West,Technology,Home Office,4,8,2023,0,0,5548.53,5552.2,6811.25,6368.678571428572,6619.423666666667
2023-08-26,8522.52,2610.67,0.0,153,117,East,Technology,Home Office,5,8,2023,1,0,6198.22,8117.29,7830.87,6426.568571428571,6642.478666666667
2023-08-27,9284.8,3016.27,0.0,285,130,West,Office Supplies,Consumer,6,8,2023,1,0,8522.52,8635.06,7569.36,6519.388571428572,6699.66
2023-08-28,6088.13,1150.38,0.0,161,89,South,Furniture,Home Office,0,8,2023,0,0,9284.8,4954.33,10778.86,6681.36,6543.302333333334
2023-08-29,6088.43,2078.83,0.0,101,80,Central,Technology,Home Office,1,8,2023,0,0,6088.13,4655.41,10502.31,6886.077142857143,6396.173
2023-08-30,6711.31,2285.69,0.05,142,89,South,Furniture,Consumer,2,8,2023,0,0,6088.43,6471.91,5459.88,6920.277142857143,6437.887333333333
2023-08-31,5414.61,1233.64,0.05,136,73,West,Office Supplies,Home Office,3,8,2023,0,0,6711.31,5548.53,5322.62,6901.145714285713,6440.953666666667
2023-09-01,5944.24,1266.13,0.0,152,82,South,Technology,Home Office,4,9,2023,0,0,5414.61,6198.22,4313.14,6864.862857142857,6495.323666666666
2023-09-02,7632.38,2212.38,0.0,185,111,Central,Office Supplies,Consumer,5,9,2023,1,0,5944.24,8522.52,6778.85,6737.7,6523.774666666666
2023-09-03,9510.2,2237.31,0.1,263,136,Central,Office Supplies,Corporate,6,9,2023,1,0,7632.38,9284.8,7219.02,6769.900000000001,6600.147333333332
2023-09-04,6389.63,966.71,0.0,147,86,West,Furniture,Consumer,0,9,2023,0,0,9510.2,6088.13,7652.35,6812.971428571429,6558.056666666666
2023-09-05,5615.62,986.77,0.0,119,79,East,Furniture,Consumer,1,9,2023,0,0,6389.63,6088.43,8122.39,6745.427142857144,6474.497666666666
2023-09-06,6002.11,1488.03,0.05,145,83,West,Office Supplies,Consumer,2,9,2023,0,0,5615.62,6711.31,6408.91,6644.112857142857,6460.937666666667
2023-09-07,6498.32,1418.19,0.15,167,93,South,Technology,Home Office,3,9,2023,0,0,6002.11,5414.61,5528.16,6798.928571428572,6493.276333333333
2023-09-08,6317.64,1946.71,0.0,117,86,West,Technology,Consumer,4,9,2023,0,0,6498.32,5944.24,7323.66,6852.271428571427,6459.742333333333
2023-09-09,10274.71,1623.4,0.1,243,150,Central,Furniture,Corporate,5,9,2023,1,0,6317.64,7632.38,5078.7,7229.7471428571425,6632.942666666666
2023-09-10,8926.37,1982.32,0.0,231,130,Central,Furniture,Home Office,6,9,2023,1,0,10274.71,9510.2,7068.13,7146.342857142858,6694.884000000001
2023-09-11,5007.49,1084.4,0.0,109,73,East,Office Supplies,Home Office,0,9,2023,0,0,8926.37,6389.63,8418.71,6948.894285714285,6581.176666666666
2023-09-12,6605.16,939.62,0.15,200,96,East,Technology,Consumer,1,9,2023,0,0,5007.49,5615.62,8888.35,7090.257142857144,6505.070333333334
2023-09-13,6316.73,2081.22,0.0,111,89,East,Furniture,Home Office,2,9,2023,0,0,6605.16,6002.11,4336.78,7135.202857142857,6571.068666666667
2023-09-14,5586.64,816.79,0.15,116,75,Central,Technology,Corporate,3,9,2023,0,0,6316.73,6498.32,4086.7,7004.9628571428575,6621.066666666667
2023-09-15,5899.21,1888.12,0.1,180,83,West,Technology,Home Office,4,9,2023,0,0,5586.64,6317.64,5492.43,6945.187142857144,6634.626
2023-09-16,7777.94,2668.16,0.0,135,108,West,Furniture,Corporate,5,9,2023,1,0,5899.21,10274.71,4269.58,6588.505714285714,6751.571333333332
2023-09-17,7417.29,1577.31,0.0,148,110,East,Furniture,Corporate,6,9,2023,1,0,7777.94,8926.37,5552.2,6372.922857142857,6813.741
2023-09-18,4308.59,1358.32,0.1,82,59,South,Furniture,Consumer,0,9,2023,0,0,7417.29,5007.49,8117.29,6273.080000000001,6686.784333333333
2023-09-19,6667.17,1762.79,0.1,124,93,West,Furniture,Consumer,1,9,2023,0,0,4308.59,6605.16,8635.06,6281.938571428572,6621.188
2023-09-20,5864.75,1251.47,0.0,106,81,South,Furniture,Corporate,2,9,2023,0,0,6667.17,6316.73,4954.33,6217.37,6651.535333333333
2023-09-21,6434.83,1251.59,0.1,190,92,West,Technology,Home Office,3,9,2023,0,0,5864.75,5586.64,4655.41,6338.54,6710.849333333334
2023-09-22,6700.33,1249.23,0.1,122,98,Central,Furniture,Corporate,4,9,2023,0,0,6434.83,5899.21,6471.91,6452.985714285714,6718.463333333334
2023-09-23,9225.49,3141.07,0.0,265,129,East,Technology,Home Office,5,9,2023,1,0,6700.33,7777.94,5548.53,6659.778571428572,6841.028666666667
2023-09-24,8974.28,2887.04,0.0,276,129,East,Office Supplies,Consumer,6,9,2023,1,0,9225.49,7417.29,6198.22,6882.205714285715,6933.564
2023-09-25,4822.35,1272.07,0.1,127,69,East,Furniture,Home Office,0,9,2023,0,0,8974.28,4308.59,8522.52,6955.599999999999,6810.225
2023-09-26,6280.65,1626.23,0.05,168,92,Central,Furniture,Consumer,1,9,2023,0,0,4822.35,6667.17,9284.8,6900.382857142858,6710.086666666667
2023-09-27,6805.28,1106.04,0.1,194,96,South,Technology,Home Office,2,9,2023,0,0,6280.65,5864.75,6088.13,7034.744285714286,6733.991666666667
2023-09-28,6224.06,1106.94,0.0,119,89,West,Technology,Corporate,3,9,2023,0,0,6805.28,6434.83,6088.43,7004.634285714286,6738.5126666666665
2023-09-29,7151.47,1428.57,0.0,186,102,Central,Office Supplies,Consumer,4,9,2023,0,0,6224.06,6700.33,6711.31,7069.0828571428565,6753.184666666667
2023-09-30,8187.44,2091.99,0.0,146,117,East,Technology,Corporate,5,9,2023,1,0,7151.47,9225.49,5414.61,6920.79,6845.6123333333335
2023-10-01,9285.71,1608.59,0.05,225,132,South,Furniture,Corporate,6,10,2023,1,0,8187.44,8974.28,5944.24,6965.28,6956.9946666666665
2023-10-02,3651.51,867.26,0.05,97,47,East,Office Supplies,Corporate,0,10,2023,0,0,9285.71,4822.35,7632.38,6798.017142857143,6824.299
2023-10-03,6282.47,1479.93,0.05,162,88,West,Furniture,Corporate,1,10,2023,0,0,3651.51,6280.65,9510.2,6798.277142857143,6716.7080000000005
2023-10-04,6066.81,1936.1,0.0,171,88,East,Furniture,Consumer,2,10,2023,0,0,6282.47,6805.28,6389.63,6692.7814285714285,6705.9473333333335
2023-10-05,5359.28,1397.51,0.0,173,84,West,Technology,Corporate,3,10,2023,0,0,6066.81,6224.06,5615.62,6569.2414285714285,6697.402666666666
2023-10-06,7585.57,2066.8,0.15,212,110,Central,Office Supplies,Consumer,4,10,2023,0,0,5359.28,7151.47,6002.11,6631.255714285714,6750.184666666667
2023-10-07,8338.58,2286.99,0.0,178,115,South,Technology,Consumer,5,10,2023,1,0,7585.57,8187.44,6498.32,6652.847142857143,6811.526666666667
2023-10-08,8591.22,2577.81,0.0,160,123,South,Office Supplies,Consumer,6,10,2023,1,0,8338.58,9285.71,6317.64,6553.634285714286,6887.312666666667
2023-10-09,5284.12,1571.31,0.1,141,73,East,Furniture,Corporate,0,10,2023,0,0,8591.22,3651.51,10274.71,6786.864285714285,6720.959666666666
2023-10-10,5789.56,1960.89,0.05,190,87,South,Technology,Corporate,1,10,2023,0,0,5284.12,6282.47,8926.37,6716.448571428571,6616.399333333333
2023-10-11,6184.08,1163.59,0.15,142,89,West,Technology,Consumer,2,10,2023,0,0,5789.56,6066.81,5007.49,6733.2014285714295,6655.619000000001
2023-10-12,6421.36,891.67,0.15,138,90,East,Technology,Consumer,3,10,2023,0,0,6184.08,5359.28,6605.16,6884.927142857143,6649.492333333333
2023-10-13,7239.04,1145.42,0.05,138,100,South,Furniture,Corporate,4,10,2023,0,0,6421.36,7585.57,6316.73,6835.422857142857,6680.236
2023-10-14,9254.31,1949.24,0.05,275,131,West,Office Supplies,Home Office,5,10,2023,1,0,7239.04,8338.58,5586.64,6966.2414285714285,6802.491666666667
2023-10-15,9607.79,2736.33,0.0,293,134,Central,Technology,Corporate,6,10,2023,1,0,9254.31,8591.22,5899.21,7111.465714285713,6926.111000000001
2023-10-16,4729.96,1429.29,0.0,106,70,East,Office Supplies,Consumer,0,10,2023,0,0,9607.79,5284.12,7777.94,7032.300000000001,6824.511666666667
2023-10-17,7185.28,1727.38,0.05,136,102,West,Office Supplies,Corporate,1,10,2023,0,0,4729.96,5789.56,7417.29,7231.688571428572,6816.778
2023-10-18,5720.49,1396.18,0.2,162,81,South,Furniture,Corporate,2,10,2023,0,0,7185.28,6184.08,4308.59,7165.461428571429,6863.841333333333
2023-10-19,4973.58,1433.63,0.0,115,66,West,Technology,Consumer,3,10,2023,0,0,5720.49,6421.36,6667.17,6958.635714285715,6807.388333333333
2023-10-20,8243.69,2272.01,0.05,217,117,Central,Office Supplies,Corporate,4,10,2023,0,0,4973.58,7239.04,5864.75,7102.157142857143,6886.686333333333
2023-10-21,8142.16,1667.49,0.0,183,114,Central,Furniture,Home Office,5,10,2023,1,0,8243.69,9254.31,6434.83,6943.278571428572,6943.597333333334
2023-10-22,7983.4,2710.81,0.0,155,113,East,Technology,Home Office,6,10,2023,1,0,8142.16,9607.79,6700.33,6711.222857142858,6986.366333333334
2023-10-23,5402.65,1293.88,0.05,147,81,Central,Furniture,Home Office,0,10,2023,0,0,7983.4,4729.96,9225.49,6807.321428571428,6858.9383333333335
2023-10-24,5709.88,1729.7,0.15,171,80,South,Furniture,Corporate,1,10,2023,0,0,5402.65,7185.28,8974.28,6596.55,6750.125
2023-10-25,7343.62,2197.31,0.1,225,106,West,Office Supplies,Corporate,2,10,2023,0,0,5709.88,5720.49,4822.35,6828.425714285714,6834.167333333333
2023-10-26,5676.75,1417.68,0.1,164,76,South,Office Supplies,Home Office,3,10,2023,0,0,7343.62,4973.58,6280.65,6928.8785714285705,6814.037333333333
2023-10-27,7881.99,1878.99,0.05,160,115,Central,Technology,Home Office,4,10,2023,0,0,5676.75,8243.69,6805.28,6877.207142857143,6849.9276666666665
2023-10-28,7068.42,1874.24,0.0,159,99,Central,Technology,Consumer,5,10,2023,1,0,7881.99,8142.16,6224.06,6723.815714285714,6878.073
2023-10-29,6990.71,1254.36,0.0,160,101,South,Office Supplies,Consumer,6,10,2023,1,0,7068.42,7983.4,7151.47,6582.002857142857,6872.714333333333
2023-10-30,5767.55,1802.16,0.0,129,81,South,Office Supplies,Consumer,0,10,2023,0,0,6990.71,5402.65,8187.44,6634.131428571428,6792.051333333334
2023-10-31,6481.48,1563.58,0.15,157,90,East,Office Supplies,Corporate,1,10,2023,0,0,5767.55,5709.88,9285.71,6744.36,6698.577
2023-11-01,6939.89,2276.61,0.0,183,102,East,Furniture,Corporate,2,11,2023,0,1,6481.48,7343.62,3651.51,6686.684285714285,6808.189666666667
2023-11-02,10323.76,2196.99,0.0,261,147,Central,Furniture,Consumer,3,11,2023,0,1,6939.89,5676.75,6282.47,7350.5428571428565,6942.899333333333
2023-11-03,11578.98,3474.66,0.1,241,165,Central,Technology,Consumer,4,11,2023,0,1,10323.76,7881.99,6066.81,7878.684285714285,7126.638333333333
2023-11-04,11137.07,2249.6,0.15,315,161,Central,Office Supplies,Home Office,5,11,2023,1,1,11578.98,7068.42,5359.28,8459.92,7319.231333333333
2023-11-05,11555.29,1782.5,0.05,260,169,West,Technology,Consumer,6,11,2023,1,1,11137.07,6990.71,7585.57,9112.002857142857,7451.555333333333
2023-11-06,6940.54,2028.7,0.05,181,97,South,Technology,Home Office,0,11,2023,0,1,11555.29,5767.55,8338.58,9279.572857142857,7404.954
2023-11-07,8111.73,2431.26,0.0,168,120,East,Furniture,Home Office,1,11,2023,0,1,6940.54,6481.48,8591.22,9512.465714285714,7388.9710000000005
2023-11-08,7754.18,1829.09,0.15,187,112,East,Technology,Corporate,2,11,2023,0,1,8111.73,6939.89,5284.12,9628.792857142858,7471.306333333333
2023-11-09,6865.68,1083.77,0.0,136,97,East,Furniture,Home Office,3,11,2023,0,1,7754.18,10323.76,5789.56,9134.781428571428,7507.177
2023-11-10,8205.3,2505.27,0.1,149,112,West,Furniture,Home Office,4,11,2023,0,1,6865.68,11578.98,6184.08,8652.827142857144,7574.551
2023-11-11,12157.5,2587.97,0.05,380,175,East,Technology,Corporate,5,11,2023,1,1,8205.3,11137.07,6421.36,8798.602857142858,7765.755666666667
2023-11-12,9240.22,2331.91,0.15,171,131,East,Furniture,Home Office,6,11,2023,1,1,12157.5,11555.29,7239.04,8467.878571428571,7832.461666666667
2023-11-13,8862.5,1367.83,0.15,182,130,Central,Furniture,Consumer,0,11,2023,0,1,9240.22,6940.54,9254.31,8742.444285714286,7819.401333333333
2023-11-14,7595.72,1855.0,0.1,142,104,Central,Furniture,Consumer,1,11,2023,0,1,8862.5,8111.73,9607.79,8668.728571428572,7752.332333333334
2023-11-15,8010.25,2155.17,0.15,210,108,West,Office Supplies,Home Office,2,11,2023,0,1,7595.72,7754.18,4729.96,8705.31,7861.675333333334
2023-11-16,6841.7,1153.12,0.0,180,95,West,Office Supplies,Corporate,3,11,2023,0,1,8010.25,6865.68,7185.28,8701.884285714286,7850.222666666667
2023-11-17,8756.38,2244.36,0.05,189,126,South,Technology,Consumer,4,11,2023,0,1,6841.7,8205.3,5720.49,8780.609999999999,7951.419
2023-11-18,12392.39,2112.29,0.05,377,180,South,Office Supplies,Corporate,5,11,2023,1,1,8756.38,12157.5,4973.58,8814.165714285715,8198.712666666666
2023-11-19,9343.95,2401.11,0.1,250,134,East,Technology,Corporate,6,11,2023,1,1,12392.39,9240.22,8243.69,8828.984285714285,8235.387999999999
2023-11-20,7301.67,1264.06,0.15,136,98,East,Technology,Consumer,0,11,2023,0,1,9343.95,8862.5,8142.16,8606.00857142857,8207.371666666666
2023-11-21,7167.52,1533.24,0.05,159,108,Central,Furniture,Home Office,1,11,2023,0,1,7301.67,7595.72,7983.4,8544.837142857143,8180.175666666666
2023-11-22,8846.35,1744.58,0.15,250,123,West,Furniture,Corporate,2,11,2023,0,1,7167.52,8010.25,5402.65,8664.28,8294.965666666667
2023-11-23,7922.61,1290.62,0.05,217,112,South,Office Supplies,Corporate,3,11,2023,0,1,8846.35,6841.7,5709.88,8818.695714285714,8368.723333333333
2023-11-24,7923.86,1274.59,0.05,191,114,East,Technology,Home Office,4,11,2023,0,1,7922.61,8756.38,7343.62,8699.764285714286,8388.064666666667
2023-11-25,12016.76,2630.78,0.2,268,170,Central,Technology,Consumer,5,11,2023,1,1,7923.86,12392.39,5676.75,8646.102857142858,8599.398333333334
2023-11-26,12633.38,1945.98,0.05,261,179,Central,Furniture,Corporate,6,11,2023,1,1,12016.76,9343.95,7881.99,9116.021428571428,8757.778
2023-11-27,8221.72,2553.78,0.1,175,113,East,Technology,Home Office,0,11,2023,0,1,12633.38,7301.67,7068.42,9247.457142857142,8796.221333333333
2023-11-28,9432.58,2160.75,0.1,203,137,Central,Technology,Home Office,1,11,2023,0,1,8221.72,7167.52,6990.71,9571.037142857142,8877.617
2023-11-29,7208.14,1213.44,0.05,130,101,West,Office Supplies,Consumer,2,11,2023,0,1,9432.58,8846.35,5767.55,9337.007142857143,8925.636666666665
2023-11-30,6911.03,2075.76,0.0,164,96,West,Furniture,Corporate,3,11,2023,0,1,7208.14,7922.61,6481.48,9192.495714285715,8939.955
2023-12-01,13630.81,4357.6,0.1,241,189,South,Furniture,Corporate,4,12,2023,0,1,6911.03,7923.86,6939.89,10007.774285714286,9162.985666666667
2023-12-02,12842.12,4024.17,0.1,388,187,East,Office Supplies,Consumer,5,12,2023,1,1,13630.81,12016.76,10323.76,10125.682857142858,9246.931
2023-12-03,15107.58,3307.82,0.1,358,214,Central,Furniture,Home Office,6,12,2023,1,1,12842.12,12633.38,11578.98,10479.14,9364.551000000001
2023-12-04,9396.17,2568.2,0.0,220,132,East,Furniture,Consumer,0,12,2023,0,1,15107.58,8221.72,11137.07,10646.91857142857,9306.521
2023-12-05,7872.94,1392.42,0.15,182,111,Central,Technology,Consumer,1,12,2023,0,1,9396.17,9432.58,11555.29,10424.112857142856,9183.776000000002
